Region,Festival,Tradition,Song Name,Author,URL
North India,Lohri,Semi-Classical,Raga Bhajan,M.S. Sharma,https://example.com/music/raga-bhajan-by-m.s.-sharma
East India,Chhath Puja,Classical,Guru Leela,Bhimsen Gundecha,https://example.com/music/guru-leela-by-bhimsen-gundecha
East India,Chhath Puja,Classical,Anand Vandana,M.S. Bhosle,https://example.com/music/anand-vandana-by-m.s.-bhosle
East India,Bihu,Folk,Ganga Dhwani,Bhimsen Sharma,https://example.com/music/ganga-dhwani-by-bhimsen-sharma
North India,Diwali,Bhajan,Devi Katha,Mallikarjun Gundecha,https://example.com/music/devi-katha-by-mallikarjun-gundecha
East India,Durga Puja,Folk,Raga Vandana,Ustad Gundecha,https://example.com/music/raga-vandana-by-ustad-gundecha
East India,Durga Puja,Folk,Anand Bhajan,Ravi Amonkar,https://example.com/music/anand-bhajan-by-ravi-amonkar
West India,Ganesh Chaturthi,Devotional,Shri Rasa,Mallikarjun Sharma,https://example.com/music/shri-rasa-by-mallikarjun-sharma
East India,Bihu,Tribal,Krishna Malhar,Hari Mangeshkar,https://example.com/music/krishna-malhar-by-hari-mangeshkar
North India,Lohri,Semi-Classical,Shiv Geet,Hari Subbulakshmi,https://example.com/music/shiv-geet-by-hari-subbulakshmi
North India,Holi,Classical,Anand Bhajan,Ravi Mansur,https://example.com/music/anand-bhajan-by-ravi-mansur
North India,Baisakhi,Semi-Classical,Raga Geet,Pt. Mangeshkar,https://example.com/music/raga-geet-by-pt.-mangeshkar
West India,Ganesh Chaturthi,Classical,Guru Katha,Begum Khan,https://example.com/music/guru-katha-by-begum-khan
North India,Lohri,Bhajan,Shri Malhar,Kumar Amonkar,https://example.com/music/shri-malhar-by-kumar-amonkar
West India,Navratri,Devotional,Maha Sangeet,Begum Kulkarni,https://example.com/music/maha-sangeet-by-begum-kulkarni
West India,Diwali,Folk,Shiv Rasa,Mallikarjun Dey,https://example.com/music/shiv-rasa-by-mallikarjun-dey
East India,Bihu,Folk,Taal Rasa,Kishori Dey,https://example.com/music/taal-rasa-by-kishori-dey
West India,Diwali,Folk,Taal Geet,Mallikarjun Bhosle,https://example.com/music/taal-geet-by-mallikarjun-bhosle
West India,Diwali,Devotional,Shri Kirtan,Vidushi Shankar,https://example.com/music/shri-kirtan-by-vidushi-shankar
West India,Diwali,Classical,Shri Kirtan,Ravi Shankar,https://example.com/music/shri-kirtan-by-ravi-shankar
East India,Bihu,Tribal,Bhakti Kirtan,Pt. Kulkarni,https://example.com/music/bhakti-kirtan-by-pt.-kulkarni
North India,Lohri,Bhajan,Prema Tarana,Mallikarjun Shankar,https://example.com/music/prema-tarana-by-mallikarjun-shankar
East India,Durga Puja,Folk,Om Aarti,Hari Sharma,https://example.com/music/om-aarti-by-hari-sharma
North India,Lohri,Folk,Guru Rasa,Kishori Dey,https://example.com/music/guru-rasa-by-kishori-dey
North India,Diwali,Bhajan,Prema Stuti,Kumar Mansur,https://example.com/music/prema-stuti-by-kumar-mansur
North India,Diwali,Semi-Classical,Shri Sangeet,Ravi Subbulakshmi,https://example.com/music/shri-sangeet-by-ravi-subbulakshmi
North India,Holi,Semi-Classical,Krishna Dhun,Ustad Bhosle,https://example.com/music/krishna-dhun-by-ustad-bhosle
West India,Ganesh Chaturthi,Folk,Om Leela,Hari Dey,https://example.com/music/om-leela-by-hari-dey
West India,Navratri,Folk,Jai Katha,Shubha Amonkar,https://example.com/music/jai-katha-by-shubha-amonkar
West India,Ganesh Chaturthi,Classical,Taal Kirtan,Ravi Kulkarni,https://example.com/music/taal-kirtan-by-ravi-kulkarni
West India,Navratri,Devotional,Jai Vandana,Mallikarjun Sharma,https://example.com/music/jai-vandana-by-mallikarjun-sharma
North India,Diwali,Semi-Classical,Ganga Rasa,Kishori Dey,https://example.com/music/ganga-rasa-by-kishori-dey
North India,Baisakhi,Bhajan,Krishna Malhar,Pandit Dey,https://example.com/music/krishna-malhar-by-pandit-dey
South India,Diwali,Folk,Taal Katha,Ravi Bhosle,https://example.com/music/taal-katha-by-ravi-bhosle
West India,Diwali,Classical,Jai Aarti,Bhimsen Amonkar,https://example.com/music/jai-aarti-by-bhimsen-amonkar
North India,Lohri,Bhajan,Guru Stuti,Begum Khan,https://example.com/music/guru-stuti-by-begum-khan
North India,Lohri,Semi-Classical,Raga Rasa,Kishori Joshi,https://example.com/music/raga-rasa-by-kishori-joshi
East India,Bihu,Classical,Jai Tarana,Shubha Mangeshkar,https://example.com/music/jai-tarana-by-shubha-mangeshkar
East India,Chhath Puja,Tribal,Shri Bhajan,Shubha Dey,https://example.com/music/shri-bhajan-by-shubha-dey
East India,Bihu,Tribal,Shri Sangeet,Begum Sharma,https://example.com/music/shri-sangeet-by-begum-sharma
South India,Diwali,Classical,Taal Bhajan,Hari Joshi,https://example.com/music/taal-bhajan-by-hari-joshi
South India,Diwali,Devotional,Ganga Malhar,Shubha Sharma,https://example.com/music/ganga-malhar-by-shubha-sharma
North India,Baisakhi,Bhajan,Devi Sangeet,Hari Joshi,https://example.com/music/devi-sangeet-by-hari-joshi
North India,Baisakhi,Classical,Anand Dhwani,Hari Subbulakshmi,https://example.com/music/anand-dhwani-by-hari-subbulakshmi
North India,Holi,Semi-Classical,Shri Katha,Kumar Amonkar,https://example.com/music/shri-katha-by-kumar-amonkar
West India,Diwali,Devotional,Anand Kirtan,M.S. Amonkar,https://example.com/music/anand-kirtan-by-m.s.-amonkar
South India,Onam,Devotional,Maha Katha,Vidushi Subbulakshmi,https://example.com/music/maha-katha-by-vidushi-subbulakshmi
South India,Diwali,Classical,Krishna Vandana,Vidushi Bhosle,https://example.com/music/krishna-vandana-by-vidushi-bhosle
South India,Onam,Classical,Shiv Leela,Ravi Dey,https://example.com/music/shiv-leela-by-ravi-dey
South India,Pongal,Classical,Devi Dhun,Pt. Subbulakshmi,https://example.com/music/devi-dhun-by-pt.-subbulakshmi
North India,Lohri,Semi-Classical,Om Aarti,Pt. Bhosle,https://example.com/music/om-aarti-by-pt.-bhosle
South India,Onam,Folk,Shri Aarti,Pandit Khan,https://example.com/music/shri-aarti-by-pandit-khan
East India,Durga Puja,Tribal,Anand Vandana,Ravi Subbulakshmi,https://example.com/music/anand-vandana-by-ravi-subbulakshmi
East India,Bihu,Classical,Bhakti Leela,Ravi Kulkarni,https://example.com/music/bhakti-leela-by-ravi-kulkarni
West India,Navratri,Folk,Om Rasa,Hari Joshi,https://example.com/music/om-rasa-by-hari-joshi
North India,Holi,Bhajan,Om Stuti,Mallikarjun Dey,https://example.com/music/om-stuti-by-mallikarjun-dey
North India,Lohri,Bhajan,Taal Geet,Begum Dey,https://example.com/music/taal-geet-by-begum-dey
East India,Bihu,Folk,Guru Rasa,Pandit Shankar,https://example.com/music/guru-rasa-by-pandit-shankar
East India,Bihu,Folk,Anand Aarti,Bhimsen Kulkarni,https://example.com/music/anand-aarti-by-bhimsen-kulkarni
North India,Diwali,Classical,Ganga Vandana,M.S. Bhosle,https://example.com/music/ganga-vandana-by-m.s.-bhosle
South India,Diwali,Devotional,Ram Stuti,Mallikarjun Mansur,https://example.com/music/ram-stuti-by-mallikarjun-mansur
East India,Durga Puja,Tribal,Shri Aarti,Kishori Sharma,https://example.com/music/shri-aarti-by-kishori-sharma
North India,Holi,Semi-Classical,Shri Kirtan,Begum Shankar,https://example.com/music/shri-kirtan-by-begum-shankar
South India,Onam,Folk,Anand Tarana,M.S. Kulkarni,https://example.com/music/anand-tarana-by-m.s.-kulkarni
West India,Diwali,Devotional,Om Tarana,Ravi Shankar,https://example.com/music/om-tarana-by-ravi-shankar
South India,Pongal,Classical,Ram Geet,Kishori Gundecha,https://example.com/music/ram-geet-by-kishori-gundecha
East India,Durga Puja,Folk,Jai Vandana,Mallikarjun Mangeshkar,https://example.com/music/jai-vandana-by-mallikarjun-mangeshkar
East India,Durga Puja,Tribal,Swar Aarti,Pandit Dey,https://example.com/music/swar-aarti-by-pandit-dey
West India,Ganesh Chaturthi,Devotional,Taal Dhun,Kumar Sharma,https://example.com/music/taal-dhun-by-kumar-sharma
North India,Diwali,Classical,Shri Kirtan,Mallikarjun Joshi,https://example.com/music/shri-kirtan-by-mallikarjun-joshi
North India,Baisakhi,Semi-Classical,Devi Aarti,Kishori Bhosle,https://example.com/music/devi-aarti-by-kishori-bhosle
East India,Chhath Puja,Folk,Om Sangeet,Begum Mangeshkar,https://example.com/music/om-sangeet-by-begum-mangeshkar
North India,Lohri,Classical,Shri Malhar,Pandit Amonkar,https://example.com/music/shri-malhar-by-pandit-amonkar
East India,Bihu,Classical,Anand Tarana,Shubha Bhosle,https://example.com/music/anand-tarana-by-shubha-bhosle
East India,Durga Puja,Folk,Swar Stuti,Pandit Joshi,https://example.com/music/swar-stuti-by-pandit-joshi
South India,Diwali,Devotional,Shri Leela,Shubha Dey,https://example.com/music/shri-leela-by-shubha-dey
East India,Bihu,Folk,Prema Malhar,Begum Gundecha,https://example.com/music/prema-malhar-by-begum-gundecha
West India,Diwali,Classical,Bhakti Geet,Ustad Mangeshkar,https://example.com/music/bhakti-geet-by-ustad-mangeshkar
North India,Holi,Classical,Guru Sangeet,Pt. Dey,https://example.com/music/guru-sangeet-by-pt.-dey
West India,Navratri,Folk,Ram Tarana,Pt. Subbulakshmi,https://example.com/music/ram-tarana-by-pt.-subbulakshmi
West India,Diwali,Folk,Anand Kirtan,Vidushi Joshi,https://example.com/music/anand-kirtan-by-vidushi-joshi
North India,Holi,Classical,Shri Vandana,Begum Joshi,https://example.com/music/shri-vandana-by-begum-joshi
East India,Durga Puja,Tribal,Swar Dhwani,Hari Gundecha,https://example.com/music/swar-dhwani-by-hari-gundecha
East India,Chhath Puja,Tribal,Shiv Dhun,Ravi Sharma,https://example.com/music/shiv-dhun-by-ravi-sharma
South India,Diwali,Folk,Prema Sangeet,Begum Kulkarni,https://example.com/music/prema-sangeet-by-begum-kulkarni
West India,Ganesh Chaturthi,Classical,Om Katha,Pandit Joshi,https://example.com/music/om-katha-by-pandit-joshi
East India,Durga Puja,Tribal,Ganga Katha,Kishori Gundecha,https://example.com/music/ganga-katha-by-kishori-gundecha
North India,Lohri,Folk,Jai Rasa,Pandit Khan,https://example.com/music/jai-rasa-by-pandit-khan
North India,Baisakhi,Semi-Classical,Shri Aarti,Ustad Amonkar,https://example.com/music/shri-aarti-by-ustad-amonkar
East India,Chhath Puja,Classical,Shri Dhun,Begum Joshi,https://example.com/music/shri-dhun-by-begum-joshi
South India,Onam,Devotional,Jai Stuti,Ustad Bhosle,https://example.com/music/jai-stuti-by-ustad-bhosle
West India,Diwali,Folk,Devi Rasa,Begum Amonkar,https://example.com/music/devi-rasa-by-begum-amonkar
North India,Baisakhi,Bhajan,Shiv Katha,Ustad Joshi,https://example.com/music/shiv-katha-by-ustad-joshi
South India,Pongal,Devotional,Prema Bhajan,Mallikarjun Sharma,https://example.com/music/prema-bhajan-by-mallikarjun-sharma
North India,Holi,Classical,Swar Dhwani,Ravi Khan,https://example.com/music/swar-dhwani-by-ravi-khan
South India,Diwali,Classical,Taal Tarana,Ravi Shankar,https://example.com/music/taal-tarana-by-ravi-shankar
East India,Bihu,Tribal,Taal Dhun,Pt. Khan,https://example.com/music/taal-dhun-by-pt.-khan
South India,Onam,Devotional,Shri Geet,Vidushi Bhosle,https://example.com/music/shri-geet-by-vidushi-bhosle
West India,Navratri,Devotional,Shri Bhajan,Kumar Joshi,https://example.com/music/shri-bhajan-by-kumar-joshi
East India,Durga Puja,Folk,Anand Dhwani,Bhimsen Dey,https://example.com/music/anand-dhwani-by-bhimsen-dey
South India,Diwali,Devotional,Prema Vandana,Hari Khan,https://example.com/music/prema-vandana-by-hari-khan
North India,Holi,Classical,Anand Rasa,Hari Mangeshkar,https://example.com/music/anand-rasa-by-hari-mangeshkar
East India,Bihu,Classical,Anand Katha,Pt. Gundecha,https://example.com/music/anand-katha-by-pt.-gundecha
South India,Onam,Classical,Bhakti Geet,Bhimsen Bhosle,https://example.com/music/bhakti-geet-by-bhimsen-bhosle
East India,Durga Puja,Folk,Shiv Katha,Vidushi Gundecha,https://example.com/music/shiv-katha-by-vidushi-gundecha
South India,Onam,Devotional,Swar Tarana,Ravi Bhosle,https://example.com/music/swar-tarana-by-ravi-bhosle
South India,Pongal,Folk,Jai Katha,Ravi Sharma,https://example.com/music/jai-katha-by-ravi-sharma
West India,Diwali,Classical,Raga Rasa,Ustad Sharma,https://example.com/music/raga-rasa-by-ustad-sharma
North India,Lohri,Folk,Swar Leela,M.S. Amonkar,https://example.com/music/swar-leela-by-m.s.-amonkar
South India,Pongal,Folk,Om Stuti,Kumar Mansur,https://example.com/music/om-stuti-by-kumar-mansur
West India,Ganesh Chaturthi,Devotional,Shri Kirtan,Bhimsen Kulkarni,https://example.com/music/shri-kirtan-by-bhimsen-kulkarni
North India,Lohri,Folk,Shri Katha,Ravi Kulkarni,https://example.com/music/shri-katha-by-ravi-kulkarni
South India,Diwali,Classical,Anand Katha,Hari Subbulakshmi,https://example.com/music/anand-katha-by-hari-subbulakshmi
East India,Durga Puja,Classical,Swar Rasa,Pt. Sharma,https://example.com/music/swar-rasa-by-pt.-sharma
West India,Ganesh Chaturthi,Devotional,Prema Kirtan,Begum Mansur,https://example.com/music/prema-kirtan-by-begum-mansur
South India,Onam,Devotional,Swar Leela,Kumar Subbulakshmi,https://example.com/music/swar-leela-by-kumar-subbulakshmi
East India,Bihu,Classical,Krishna Dhun,Bhimsen Sharma,https://example.com/music/krishna-dhun-by-bhimsen-sharma
North India,Lohri,Classical,Krishna Geet,Kumar Gundecha,https://example.com/music/krishna-geet-by-kumar-gundecha
West India,Navratri,Devotional,Guru Kirtan,Shubha Bhosle,https://example.com/music/guru-kirtan-by-shubha-bhosle
North India,Baisakhi,Folk,Krishna Bhajan,Pt. Bhosle,https://example.com/music/krishna-bhajan-by-pt.-bhosle
West India,Navratri,Classical,Raga Tarana,Pt. Dey,https://example.com/music/raga-tarana-by-pt.-dey
West India,Navratri,Devotional,Guru Dhwani,Hari Subbulakshmi,https://example.com/music/guru-dhwani-by-hari-subbulakshmi
West India,Ganesh Chaturthi,Devotional,Swar Vandana,Bhimsen Gundecha,https://example.com/music/swar-vandana-by-bhimsen-gundecha
West India,Ganesh Chaturthi,Classical,Shri Tarana,Kumar Shankar,https://example.com/music/shri-tarana-by-kumar-shankar
East India,Chhath Puja,Classical,Swar Dhwani,Mallikarjun Khan,https://example.com/music/swar-dhwani-by-mallikarjun-khan
South India,Pongal,Classical,Ganga Vandana,Vidushi Khan,https://example.com/music/ganga-vandana-by-vidushi-khan
West India,Ganesh Chaturthi,Folk,Om Sangeet,Begum Mangeshkar,https://example.com/music/om-sangeet-by-begum-mangeshkar
South India,Diwali,Folk,Ganga Malhar,Mallikarjun Kulkarni,https://example.com/music/ganga-malhar-by-mallikarjun-kulkarni
North India,Holi,Bhajan,Anand Malhar,Ravi Subbulakshmi,https://example.com/music/anand-malhar-by-ravi-subbulakshmi
North India,Diwali,Bhajan,Shiv Aarti,M.S. Amonkar,https://example.com/music/shiv-aarti-by-m.s.-amonkar
East India,Durga Puja,Classical,Jai Stuti,M.S. Gundecha,https://example.com/music/jai-stuti-by-m.s.-gundecha
West India,Navratri,Devotional,Shiv Rasa,Kishori Mangeshkar,https://example.com/music/shiv-rasa-by-kishori-mangeshkar
East India,Durga Puja,Folk,Devi Rasa,Pt. Gundecha,https://example.com/music/devi-rasa-by-pt.-gundecha
North India,Baisakhi,Semi-Classical,Guru Leela,Ravi Gundecha,https://example.com/music/guru-leela-by-ravi-gundecha
South India,Pongal,Folk,Guru Dhun,Hari Mansur,https://example.com/music/guru-dhun-by-hari-mansur
North India,Baisakhi,Bhajan,Devi Dhun,Ravi Subbulakshmi,https://example.com/music/devi-dhun-by-ravi-subbulakshmi
South India,Onam,Classical,Ram Malhar,Mallikarjun Dey,https://example.com/music/ram-malhar-by-mallikarjun-dey
East India,Bihu,Classical,Om Katha,Pandit Subbulakshmi,https://example.com/music/om-katha-by-pandit-subbulakshmi
East India,Chhath Puja,Tribal,Raga Vandana,Vidushi Sharma,https://example.com/music/raga-vandana-by-vidushi-sharma
West India,Navratri,Classical,Raga Malhar,Mallikarjun Joshi,https://example.com/music/raga-malhar-by-mallikarjun-joshi
West India,Diwali,Devotional,Prema Dhun,Pandit Shankar,https://example.com/music/prema-dhun-by-pandit-shankar
East India,Durga Puja,Folk,Raga Dhun,Kumar Dey,https://example.com/music/raga-dhun-by-kumar-dey
West India,Navratri,Folk,Ganga Leela,Mallikarjun Bhosle,https://example.com/music/ganga-leela-by-mallikarjun-bhosle
North India,Diwali,Semi-Classical,Raga Sangeet,Pt. Gundecha,https://example.com/music/raga-sangeet-by-pt.-gundecha
West India,Navratri,Devotional,Swar Malhar,M.S. Khan,https://example.com/music/swar-malhar-by-m.s.-khan
West India,Diwali,Folk,Swar Katha,Ustad Kulkarni,https://example.com/music/swar-katha-by-ustad-kulkarni
East India,Chhath Puja,Folk,Guru Tarana,Ravi Joshi,https://example.com/music/guru-tarana-by-ravi-joshi
East India,Chhath Puja,Tribal,Shri Vandana,Hari Mangeshkar,https://example.com/music/shri-vandana-by-hari-mangeshkar
South India,Pongal,Devotional,Bhakti Aarti,Vidushi Sharma,https://example.com/music/bhakti-aarti-by-vidushi-sharma
South India,Pongal,Folk,Bhakti Dhwani,Pt. Subbulakshmi,https://example.com/music/bhakti-dhwani-by-pt.-subbulakshmi
West India,Ganesh Chaturthi,Folk,Anand Malhar,Begum Sharma,https://example.com/music/anand-malhar-by-begum-sharma
North India,Holi,Folk,Jai Katha,Begum Kulkarni,https://example.com/music/jai-katha-by-begum-kulkarni
North India,Holi,Semi-Classical,Shiv Vandana,Kishori Joshi,https://example.com/music/shiv-vandana-by-kishori-joshi
East India,Durga Puja,Folk,Krishna Katha,Shubha Shankar,https://example.com/music/krishna-katha-by-shubha-shankar
East India,Chhath Puja,Folk,Devi Bhajan,Ustad Kulkarni,https://example.com/music/devi-bhajan-by-ustad-kulkarni
South India,Pongal,Devotional,Om Sangeet,Ustad Kulkarni,https://example.com/music/om-sangeet-by-ustad-kulkarni
South India,Pongal,Folk,Raga Sangeet,Pandit Amonkar,https://example.com/music/raga-sangeet-by-pandit-amonkar
West India,Ganesh Chaturthi,Folk,Jai Rasa,Bhimsen Mangeshkar,https://example.com/music/jai-rasa-by-bhimsen-mangeshkar
West India,Ganesh Chaturthi,Folk,Shiv Sangeet,Kumar Khan,https://example.com/music/shiv-sangeet-by-kumar-khan
East India,Chhath Puja,Folk,Ganga Kirtan,M.S. Sharma,https://example.com/music/ganga-kirtan-by-m.s.-sharma
South India,Diwali,Classical,Taal Aarti,Kumar Khan,https://example.com/music/taal-aarti-by-kumar-khan
South India,Onam,Folk,Shri Rasa,Hari Mangeshkar,https://example.com/music/shri-rasa-by-hari-mangeshkar
East India,Bihu,Folk,Shri Dhun,Vidushi Mansur,https://example.com/music/shri-dhun-by-vidushi-mansur
West India,Navratri,Devotional,Taal Vandana,M.S. Kulkarni,https://example.com/music/taal-vandana-by-m.s.-kulkarni
West India,Ganesh Chaturthi,Classical,Om Kirtan,Kishori Kulkarni,https://example.com/music/om-kirtan-by-kishori-kulkarni
West India,Navratri,Devotional,Taal Leela,Begum Mansur,https://example.com/music/taal-leela-by-begum-mansur
North India,Baisakhi,Folk,Shiv Malhar,Mallikarjun Subbulakshmi,https://example.com/music/shiv-malhar-by-mallikarjun-subbulakshmi
South India,Diwali,Classical,Swar Stuti,Ravi Amonkar,https://example.com/music/swar-stuti-by-ravi-amonkar
West India,Ganesh Chaturthi,Folk,Krishna Sangeet,Bhimsen Mansur,https://example.com/music/krishna-sangeet-by-bhimsen-mansur
East India,Durga Puja,Folk,Guru Kirtan,Pandit Mansur,https://example.com/music/guru-kirtan-by-pandit-mansur
North India,Lohri,Folk,Prema Rasa,Mallikarjun Mangeshkar,https://example.com/music/prema-rasa-by-mallikarjun-mangeshkar
North India,Holi,Bhajan,Taal Malhar,Bhimsen Joshi,https://example.com/music/taal-malhar-by-bhimsen-joshi
South India,Diwali,Folk,Guru Leela,Kishori Gundecha,https://example.com/music/guru-leela-by-kishori-gundecha
North India,Baisakhi,Classical,Ram Leela,Pandit Kulkarni,https://example.com/music/ram-leela-by-pandit-kulkarni
South India,Onam,Folk,Taal Kirtan,Begum Amonkar,https://example.com/music/taal-kirtan-by-begum-amonkar
East India,Chhath Puja,Tribal,Prema Vandana,Pandit Subbulakshmi,https://example.com/music/prema-vandana-by-pandit-subbulakshmi
North India,Holi,Folk,Prema Stuti,Pt. Sharma,https://example.com/music/prema-stuti-by-pt.-sharma
North India,Lohri,Semi-Classical,Taal Geet,Ravi Mangeshkar,https://example.com/music/taal-geet-by-ravi-mangeshkar
North India,Lohri,Semi-Classical,Maha Geet,Hari Subbulakshmi,https://example.com/music/maha-geet-by-hari-subbulakshmi
North India,Diwali,Semi-Classical,Om Vandana,Begum Dey,https://example.com/music/om-vandana-by-begum-dey
East India,Durga Puja,Classical,Shiv Leela,Mallikarjun Shankar,https://example.com/music/shiv-leela-by-mallikarjun-shankar
East India,Bihu,Tribal,Om Aarti,Begum Gundecha,https://example.com/music/om-aarti-by-begum-gundecha
South India,Diwali,Folk,Anand Tarana,Begum Kulkarni,https://example.com/music/anand-tarana-by-begum-kulkarni
North India,Diwali,Classical,Shiv Tarana,M.S. Subbulakshmi,https://example.com/music/shiv-tarana-by-m.s.-subbulakshmi
North India,Lohri,Bhajan,Devi Vandana,Kishori Shankar,https://example.com/music/devi-vandana-by-kishori-shankar
South India,Onam,Folk,Taal Tarana,Hari Kulkarni,https://example.com/music/taal-tarana-by-hari-kulkarni
North India,Diwali,Folk,Shiv Bhajan,Mallikarjun Joshi,https://example.com/music/shiv-bhajan-by-mallikarjun-joshi
East India,Bihu,Tribal,Ram Bhajan,M.S. Bhosle,https://example.com/music/ram-bhajan-by-m.s.-bhosle
South India,Onam,Folk,Jai Bhajan,Begum Sharma,https://example.com/music/jai-bhajan-by-begum-sharma
South India,Onam,Devotional,Om Dhwani,M.S. Khan,https://example.com/music/om-dhwani-by-m.s.-khan
South India,Pongal,Devotional,Maha Bhajan,Ustad Kulkarni,https://example.com/music/maha-bhajan-by-ustad-kulkarni
East India,Bihu,Tribal,Bhakti Stuti,Kumar Khan,https://example.com/music/bhakti-stuti-by-kumar-khan
East India,Bihu,Tribal,Anand Dhun,Hari Khan,https://example.com/music/anand-dhun-by-hari-khan
East India,Bihu,Tribal,Taal Sangeet,Pandit Kulkarni,https://example.com/music/taal-sangeet-by-pandit-kulkarni
North India,Diwali,Classical,Guru Dhwani,Ravi Kulkarni,https://example.com/music/guru-dhwani-by-ravi-kulkarni
West India,Ganesh Chaturthi,Folk,Swar Geet,Mallikarjun Mangeshkar,https://example.com/music/swar-geet-by-mallikarjun-mangeshkar
East India,Durga Puja,Tribal,Om Malhar,Ravi Dey,https://example.com/music/om-malhar-by-ravi-dey
North India,Holi,Classical,Shiv Geet,Pt. Gundecha,https://example.com/music/shiv-geet-by-pt.-gundecha
South India,Pongal,Devotional,Guru Geet,Begum Amonkar,https://example.com/music/guru-geet-by-begum-amonkar
West India,Navratri,Folk,Ganga Katha,Pt. Gundecha,https://example.com/music/ganga-katha-by-pt.-gundecha
East India,Durga Puja,Classical,Maha Leela,Shubha Shankar,https://example.com/music/maha-leela-by-shubha-shankar
East India,Chhath Puja,Folk,Ganga Sangeet,Pt. Gundecha,https://example.com/music/ganga-sangeet-by-pt.-gundecha
East India,Durga Puja,Classical,Devi Katha,M.S. Kulkarni,https://example.com/music/devi-katha-by-m.s.-kulkarni
East India,Bihu,Classical,Jai Kirtan,Ustad Kulkarni,https://example.com/music/jai-kirtan-by-ustad-kulkarni
East India,Durga Puja,Folk,Om Dhwani,Pt. Gundecha,https://example.com/music/om-dhwani-by-pt.-gundecha
West India,Ganesh Chaturthi,Folk,Guru Leela,Ustad Gundecha,https://example.com/music/guru-leela-by-ustad-gundecha
South India,Diwali,Folk,Raga Bhajan,Vidushi Dey,https://example.com/music/raga-bhajan-by-vidushi-dey
West India,Navratri,Folk,Jai Dhwani,Mallikarjun Mansur,https://example.com/music/jai-dhwani-by-mallikarjun-mansur
North India,Baisakhi,Bhajan,Om Sangeet,Vidushi Mansur,https://example.com/music/om-sangeet-by-vidushi-mansur
South India,Diwali,Classical,Anand Dhun,Ravi Khan,https://example.com/music/anand-dhun-by-ravi-khan
East India,Durga Puja,Tribal,Prema Aarti,Begum Sharma,https://example.com/music/prema-aarti-by-begum-sharma
West India,Diwali,Devotional,Krishna Bhajan,Ustad Joshi,https://example.com/music/krishna-bhajan-by-ustad-joshi
South India,Diwali,Classical,Krishna Dhwani,Kumar Bhosle,https://example.com/music/krishna-dhwani-by-kumar-bhosle
South India,Onam,Classical,Shri Dhun,Pandit Joshi,https://example.com/music/shri-dhun-by-pandit-joshi
East India,Durga Puja,Tribal,Krishna Rasa,M.S. Gundecha,https://example.com/music/krishna-rasa-by-m.s.-gundecha
North India,Lohri,Classical,Taal Katha,Vidushi Mangeshkar,https://example.com/music/taal-katha-by-vidushi-mangeshkar
East India,Durga Puja,Folk,Taal Dhwani,Vidushi Subbulakshmi,https://example.com/music/taal-dhwani-by-vidushi-subbulakshmi
North India,Lohri,Semi-Classical,Ganga Stuti,Hari Subbulakshmi,https://example.com/music/ganga-stuti-by-hari-subbulakshmi
South India,Onam,Devotional,Maha Rasa,Hari Sharma,https://example.com/music/maha-rasa-by-hari-sharma
West India,Ganesh Chaturthi,Folk,Ram Aarti,Ustad Gundecha,https://example.com/music/ram-aarti-by-ustad-gundecha
South India,Onam,Classical,Bhakti Malhar,Mallikarjun Shankar,https://example.com/music/bhakti-malhar-by-mallikarjun-shankar
North India,Holi,Classical,Shiv Leela,Mallikarjun Khan,https://example.com/music/shiv-leela-by-mallikarjun-khan
North India,Lohri,Folk,Krishna Vandana,Hari Sharma,https://example.com/music/krishna-vandana-by-hari-sharma
North India,Baisakhi,Classical,Shri Tarana,Kumar Amonkar,https://example.com/music/shri-tarana-by-kumar-amonkar
North India,Diwali,Folk,Prema Katha,Ravi Gundecha,https://example.com/music/prema-katha-by-ravi-gundecha
West India,Ganesh Chaturthi,Folk,Maha Stuti,Kumar Dey,https://example.com/music/maha-stuti-by-kumar-dey
West India,Ganesh Chaturthi,Classical,Prema Leela,Begum Mansur,https://example.com/music/prema-leela-by-begum-mansur
East India,Durga Puja,Folk,Jai Leela,Shubha Subbulakshmi,https://example.com/music/jai-leela-by-shubha-subbulakshmi
North India,Lohri,Classical,Om Aarti,Bhimsen Subbulakshmi,https://example.com/music/om-aarti-by-bhimsen-subbulakshmi
West India,Navratri,Classical,Prema Kirtan,Vidushi Joshi,https://example.com/music/prema-kirtan-by-vidushi-joshi
East India,Bihu,Classical,Ram Vandana,Bhimsen Amonkar,https://example.com/music/ram-vandana-by-bhimsen-amonkar
North India,Holi,Classical,Guru Dhwani,Mallikarjun Mangeshkar,https://example.com/music/guru-dhwani-by-mallikarjun-mangeshkar
North India,Lohri,Classical,Shri Vandana,Ravi Khan,https://example.com/music/shri-vandana-by-ravi-khan
East India,Chhath Puja,Folk,Taal Bhajan,Ustad Khan,https://example.com/music/taal-bhajan-by-ustad-khan
North India,Diwali,Folk,Devi Stuti,Kishori Subbulakshmi,https://example.com/music/devi-stuti-by-kishori-subbulakshmi
East India,Durga Puja,Classical,Krishna Leela,Pt. Khan,https://example.com/music/krishna-leela-by-pt.-khan
South India,Diwali,Folk,Jai Geet,Kumar Joshi,https://example.com/music/jai-geet-by-kumar-joshi
North India,Lohri,Classical,Maha Geet,Pandit Mansur,https://example.com/music/maha-geet-by-pandit-mansur
